number,title,url,state,createdAt,title_hit,body_hit,codebook_decision,cluster,would_filter_have_caught,notes
1217,Unhandled Runtime Error AxiosError: Request failed with status code 500,https://github.com/TransformerOptimus/SuperAGI/issues/1217,CLOSED,2023-09-10,False,True,,,,
1175,context_length_exceeded,https://github.com/TransformerOptimus/SuperAGI/issues/1175,OPEN,2023-09-01,True,True,,,,
841,Add petals support,https://github.com/TransformerOptimus/SuperAGI/issues/841,OPEN,2023-07-22,False,True,,,,
801,Why do i need Openai Key? i want to run on local model,https://github.com/TransformerOptimus/SuperAGI/issues/801,OPEN,2023-07-18,False,True,,,,
785,Replace reAct with reWOO,https://github.com/TransformerOptimus/SuperAGI/issues/785,OPEN,2023-07-18,False,True,,,,
716,Issue connecting to twitter api ,https://github.com/TransformerOptimus/SuperAGI/issues/716,CLOSED,2023-07-10,False,True,,,,
705,"""Stopped: Maximum iterations exceeded!""",https://github.com/TransformerOptimus/SuperAGI/issues/705,CLOSED,2023-07-09,True,True,,,,
657,Anonymise sensitive data,https://github.com/TransformerOptimus/SuperAGI/issues/657,CLOSED,2023-07-05,False,True,,,,
606,Why hasn't the capability of function_call from OpenAI been integrated as a thinking tool?,https://github.com/TransformerOptimus/SuperAGI/issues/606,OPEN,2023-07-01,True,True,,,,
599,Instruction led agent trajectory finetuning,https://github.com/TransformerOptimus/SuperAGI/issues/599,CLOSED,2023-06-30,False,True,,,,
549,Agent job looping on parse json error,https://github.com/TransformerOptimus/SuperAGI/issues/549,OPEN,2023-06-29,True,True,,,,
542,LLM output stuck in a loop,https://github.com/TransformerOptimus/SuperAGI/issues/542,OPEN,2023-06-28,True,True,,,,
535,"i got The model: `gpt-4` does not exist, retry: Retry in 2s: KeyError('content')",https://github.com/TransformerOptimus/SuperAGI/issues/535,OPEN,2023-06-28,True,True,,,,
488,"Error1: HTTPSConnectionPool(host='www.googleapis.com', port=443)",https://github.com/TransformerOptimus/SuperAGI/issues/488,CLOSED,2023-06-26,False,True,,,,
483,agent still thinking without any progress,https://github.com/TransformerOptimus/SuperAGI/issues/483,OPEN,2023-06-25,True,False,,,,
477,Memory Overcommit Configuration Issue in Docker Environment,https://github.com/TransformerOptimus/SuperAGI/issues/477,CLOSED,2023-06-24,False,True,,,,
390,(Initializing stuck and thinking stuck) due to Memory overcommit ,https://github.com/TransformerOptimus/SuperAGI/issues/390,CLOSED,2023-06-15,True,True,,,,
323,⚠️ Stopped: Maximum iterations exceeded! - ForkPoolWorker,https://github.com/TransformerOptimus/SuperAGI/issues/323,CLOSED,2023-06-11,True,True,,,,
306,Agent stuck thinking,https://github.com/TransformerOptimus/SuperAGI/issues/306,CLOSED,2023-06-10,True,False,,,,
291,Issues with Google Search,https://github.com/TransformerOptimus/SuperAGI/issues/291,CLOSED,2023-06-09,False,True,,,,
272,OpenAI API Key encryption / decryption causing API key issues,https://github.com/TransformerOptimus/SuperAGI/issues/272,CLOSED,2023-06-08,False,True,,,,
249,Basically all tools give Error generating text: 'content',https://github.com/TransformerOptimus/SuperAGI/issues/249,CLOSED,2023-06-07,False,True,,,,
243,OPENAI_API_BASE Support,https://github.com/TransformerOptimus/SuperAGI/issues/243,CLOSED,2023-06-07,False,True,,,,
227,Agent Thinking tool,https://github.com/TransformerOptimus/SuperAGI/issues/227,CLOSED,2023-06-07,True,False,,,,
221,Agents stuck thinking ,https://github.com/TransformerOptimus/SuperAGI/issues/221,CLOSED,2023-06-07,True,True,,,,
212,Unable to setup Pinecone connection (SSLError: Certificate verify fail in certificate chain),https://github.com/TransformerOptimus/SuperAGI/issues/212,CLOSED,2023-06-07,False,True,,,,
205,Agent can think once but not twice.,https://github.com/TransformerOptimus/SuperAGI/issues/205,CLOSED,2023-06-06,False,True,,,,
187,"Stuck in infinite loop.  ""Could not parse invalid json""",https://github.com/TransformerOptimus/SuperAGI/issues/187,CLOSED,2023-06-05,True,False,,,,
165,"Agent doesn't get past ""Thinking..."" and constant GET requests in backend",https://github.com/TransformerOptimus/SuperAGI/issues/165,CLOSED,2023-06-03,True,False,,,,
100,KeyError: 'content',https://github.com/TransformerOptimus/SuperAGI/issues/100,CLOSED,2023-05-24,False,True,,,,
82,uvloop cannot be installed on windows,https://github.com/TransformerOptimus/SuperAGI/issues/82,CLOSED,2023-05-22,True,False,,,,
62,Agent Performance Monitoring,https://github.com/TransformerOptimus/SuperAGI/issues/62,CLOSED,2023-05-19,False,True,,,,
58,Should LMQL/Microsoft Guidance be used in the prompts architecture of SuperAGI and part of the repository?,https://github.com/TransformerOptimus/SuperAGI/issues/58,OPEN,2023-05-19,False,True,,,,
43,Budget Manager,https://github.com/TransformerOptimus/SuperAGI/issues/43,CLOSED,2023-05-19,True,True,,,,
41,Loop detection and handling,https://github.com/TransformerOptimus/SuperAGI/issues/41,OPEN,2023-05-19,True,True,,,,
33,Budget Manager,https://github.com/TransformerOptimus/SuperAGI/issues/33,CLOSED,2023-05-18,True,True,,,,
22,How can I connect to Gmail,https://github.com/TransformerOptimus/SuperAGI/issues/22,CLOSED,2023-05-18,False,True,,,,
4,Budget Manager to optimise and control usage costs ,https://github.com/TransformerOptimus/SuperAGI/issues/4,OPEN,2023-05-15,True,False,,,,
1,Give explicit exit conditions for the agent to know when it's task is done,https://github.com/TransformerOptimus/SuperAGI/issues/1,OPEN,2023-05-15,False,True,,,,
